_LINE,_FIVETRAN_SYNCED,QUARTER,LATITUDE,CUSTOMER_ID,GENDER,TECH_SUPPORT,SENIOR_CITIZEN,STREAMING_TV,ZIP_CODE,INTERNET_SERVICE,BIRTH_DATE,PAYMENT_METHOD,CHURN_REASON,PARTNER,DEVICE_PROTECTION,TOTAL_CHARGES,CHURN_LABEL,MULTIPLE_LINES,ONLINE_BACKUP,CITY,PAPERLESS_BILLING,LONGITUDE,MONTHLY_CHARGES,ONLINE_SECURITY,DEPENDENTS,PHONE_SERVICE,CLTV,STATE,COUNTRY_CODE,DATE_JOINED,STREAMING_MOVIES,CONTRACT,TENURE_MONTHS
174,2025-10-29 13:44:01.148 Z,2023Q2,-69667,2276-YDAVZ,Female,No,No,No,50135,Fiber optic,2002-02-12 00:00:00.000 Z,Credit card (automatic),Competitor offered higher download speeds,No,No,1502,Yes,Yes,No,Semarang,Yes,1104167,75.1,No,No,Yes,3004,Jawa Tengah,ID,2023-05-09 00:00:00.000 Z,No,Month-to-month,20
2565,2025-10-29 13:44:01.605 Z,2020Q1,-72575,5787-KXGIY,Male,No internet service,No,No internet service,60119,No,1962-01-24 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,1119.4,No,No,No internet service,Surabaya,No,1127521,19.3,No internet service,No,Yes,5597,Jawa Timur,ID,2020-02-29 00:00:00.000 Z,No internet service,Two year,58
4845,2025-10-29 13:44:01.855 Z,2020Q1,-77956,8161-QYMTT,Male,No,No,Yes,55111,Fiber optic,1965-07-25 00:00:00.000 Z,Electronic check,,No,No,5363.7,No,Yes,No,Yogyakarta,Yes,1103695,94.1,No,No,Yes,26818.5,DI Yogyakarta,ID,2020-03-28 00:00:00.000 Z,Yes,Month-to-month,57
256,2025-10-29 13:44:01.185 Z,2024Q3,-86705,8357-EQXFO,Female,No,No,Yes,80114,Fiber optic,1991-01-31 00:00:00.000 Z,Electronic check,Competitor made better offer,No,Yes,476.75,Yes,No,No,Denpasar,Yes,1152126,95.35,No,No,Yes,476.75,Bali,ID,2024-07-08 00:00:00.000 Z,Yes,Month-to-month,5
4033,2025-10-29 13:44:01.775 Z,2022Q3,-77956,5322-ZSMZY,Male,No internet service,No,No internet service,55111,No,1989-08-04 00:00:00.000 Z,Mailed check,,Yes,No internet service,772.5,No,Yes,No internet service,Yogyakarta,No,1103695,25.75,No internet service,Yes,Yes,2317.5,DI Yogyakarta,ID,2022-07-01 00:00:00.000 Z,No internet service,Two year,30
2144,2025-10-29 13:44:01.554 Z,2022Q4,-77956,6563-VRERX,Male,No internet service,No,No internet service,55111,No,1967-12-14 00:00:00.000 Z,Mailed check,,Yes,No internet service,535.6,No,No,No internet service,Yogyakarta,No,1103695,20.6,No internet service,No,Yes,1071.2,DI Yogyakarta,ID,2022-10-22 00:00:00.000 Z,No internet service,One year,26
800,2025-10-29 13:44:01.311 Z,2021Q2,-62088,0617-FHSGK,Male,No,No,No,10110,Fiber optic,1992-10-01 00:00:00.000 Z,Credit card (automatic),Extra data charges,No,No,3384,Yes,Yes,No,Jakarta,No,1068456,75.2,No,No,Yes,13536,DKI Jakarta,ID,2021-04-11 00:00:00.000 Z,No,Month-to-month,45
39,2025-10-29 13:44:01.071 Z,2023Q2,-72575,3445-HXXGF,Male,No,Yes,No,60119,DSL,1953-12-30 00:00:00.000 Z,Electronic check,Service dissatisfaction,Yes,Yes,951.3,Yes,No phone service,Yes,Surabaya,Yes,1127521,45.3,No,No,No,1902.6,Jawa Timur,ID,2023-04-02 00:00:00.000 Z,Yes,Month-to-month,21
6084,2025-10-29 13:44:01.969 Z,2022Q3,-69667,4817-KEQSP,Female,No internet service,No,No internet service,50135,No,1960-06-03 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,595.5,No,No,No internet service,Semarang,No,1104167,19.85,No internet service,Yes,Yes,1786.5,Jawa Tengah,ID,2022-07-03 00:00:00.000 Z,No internet service,Two year,30
6450,2025-10-29 13:44:02.006 Z,2021Q1,-72575,8597-CTXVJ,Male,Yes,No,No,60119,DSL,1966-02-04 00:00:00.000 Z,Bank transfer (automatic),,No,No,2922.75,No,Yes,Yes,Surabaya,No,1127521,64.95,Yes,Yes,Yes,11691,Jawa Timur,ID,2021-03-27 00:00:00.000 Z,No,One year,45
524,2025-10-29 13:44:01.261 Z,2025Q2,-86705,7615-ESMYF,Female,No,No,Yes,80114,DSL,1993-10-26 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,Yes,No,-178.4,Yes,No phone service,No,Denpasar,No,1152126,44.6,No,No,No,-178.4,Bali,ID,2025-04-05 00:00:00.000 Z,Yes,Month-to-month,-4
2698,2025-10-29 13:44:01.623 Z,2023Q1,-77956,3696-XRIEN,Female,Yes,No,Yes,55111,DSL,1986-01-11 00:00:00.000 Z,Credit card (automatic),,No,Yes,1897.5,No,Yes,No,Yogyakarta,Yes,1103695,82.5,Yes,No,Yes,3795,DI Yogyakarta,ID,2023-02-04 00:00:00.000 Z,Yes,One year,23
4096,2025-10-29 13:44:01.778 Z,2021Q1,-29909,2160-GPFXD,Male,Yes,No,No,30111,DSL,1999-10-01 00:00:00.000 Z,Credit card (automatic),,Yes,No,3151.2,No,Yes,Yes,Palembang,Yes,1047567,65.65,Yes,Yes,Yes,12604.8,Sumatera Selatan,ID,2021-01-09 00:00:00.000 Z,No,Two year,48
2629,2025-10-29 13:44:01.619 Z,2020Q2,-69175,7460-ITWWP,Female,No,Yes,No,40111,Fiber optic,1951-10-15 00:00:00.000 Z,Electronic check,,Yes,Yes,4821.6,No,No,No,Bandung,Yes,1076191,86.1,No,No,Yes,24108,Jawa Barat,ID,2020-05-15 00:00:00.000 Z,Yes,Month-to-month,56
155,2025-10-29 13:44:01.141 Z,2021Q4,-51477,4913-EHYUI,Male,No,Yes,Yes,90111,Fiber optic,1947-01-19 00:00:00.000 Z,Bank transfer (automatic),Competitor offered higher download speeds,Yes,Yes,3868.35,Yes,Yes,No,Makassar,Yes,1194327,104.55,Yes,No,Yes,11605.05,Sulawesi Selatan,ID,2021-12-10 00:00:00.000 Z,Yes,One year,37
3540,2025-10-29 13:44:01.722 Z,2023Q4,-72575,5732-IKGQH,Male,Yes,Yes,Yes,60119,Fiber optic,1938-11-09 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,1357.85,No,No,No,Surabaya,Yes,1127521,104.45,Yes,No,Yes,1357.85,Jawa Timur,ID,2023-11-10 00:00:00.000 Z,Yes,One year,13
6647,2025-10-29 13:44:02.024 Z,2022Q2,35952,5998-DZLYR,Female,Yes,No,No,20111,Fiber optic,1967-06-29 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,3113.55,No,Yes,Yes,Medan,Yes,986722,94.35,No,No,Yes,9.34065e+15,Sumatera Utara,ID,2022-04-03 00:00:00.000 Z,Yes,Two year,33
2301,2025-10-29 13:44:01.575 Z,2020Q1,35952,9548-LIGTA,Male,Yes,No,Yes,20111,DSL,1993-01-14 00:00:00.000 Z,Mailed check,,Yes,No,4700.9,No,No,Yes,Medan,Yes,986722,81.05,Yes,No,Yes,23504.5,Sumatera Utara,ID,2020-03-08 00:00:00.000 Z,Yes,Two year,58
1110,2025-10-29 13:44:01.373 Z,2020Q4,-69175,6715-OFDBP,Male,No,No,Yes,40111,DSL,1981-01-19 00:00:00.000 Z,Electronic check,Price too high,No,Yes,3572.55,Yes,No,No,Bandung,Yes,1076191,70.05,No,No,Yes,17862.75,Jawa Barat,ID,2020-10-15 00:00:00.000 Z,Yes,Month-to-month,51
3833,2025-10-29 13:44:01.756 Z,2021Q3,35952,7473-ZBDSN,Female,No internet service,No,No internet service,20111,No,1985-10-15 00:00:00.000 Z,Mailed check,,Yes,No internet service,770.8,No,No,No internet service,Medan,No,986722,18.8,No internet service,Yes,Yes,3083.2,Sumatera Utara,ID,2021-08-17 00:00:00.000 Z,No internet service,Two year,41
1738,2025-10-29 13:44:01.494 Z,2023Q2,35952,4488-PSYCG,Male,No internet service,No,No internet service,20111,No,2002-09-12 00:00:00.000 Z,Bank transfer (automatic),Product dissatisfaction,No,No internet service,384.75,Yes,No,No internet service,Medan,No,986722,20.25,No internet service,No,Yes,769.5,Sumatera Utara,ID,2023-05-18 00:00:00.000 Z,No internet service,Month-to-month,19
6580,2025-10-29 13:44:02.016 Z,2024Q3,-72575,1428-IEDPR,Male,Yes,No,Yes,60119,Fiber optic,1973-11-29 00:00:00.000 Z,Electronic check,,No,Yes,327.9,No,Yes,No,Surabaya,Yes,1127521,109.3,Yes,No,Yes,327.9,Jawa Timur,ID,2024-09-27 00:00:00.000 Z,Yes,Two year,3
4153,2025-10-29 13:44:01.787 Z,2020Q1,-86705,3911-RSNHI,Female,Yes,No,Yes,80114,DSL,1967-05-17 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,3561.2,No,No phone service,Yes,Denpasar,Yes,1152126,61.4,No,No,No,17806,Bali,ID,2020-03-05 00:00:00.000 Z,Yes,Two year,58
4552,2025-10-29 13:44:01.826 Z,2024Q1,-69175,3258-SYSWS,Male,Yes,Yes,Yes,40111,Fiber optic,1944-06-21 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,1024.2,No,Yes,Yes,Bandung,No,1076191,113.8,Yes,No,Yes,1024.2,Jawa Barat,ID,2024-03-21 00:00:00.000 Z,Yes,Two year,9
5852,2025-10-29 13:44:01.950 Z,2023Q1,35952,5057-RKGLH,Female,No internet service,No,No internet service,20111,No,1968-03-23 00:00:00.000 Z,Mailed check,,Yes,No internet service,447.7,No,No,No internet service,Medan,No,986722,20.35,No internet service,Yes,Yes,895.4,Sumatera Utara,ID,2023-03-07 00:00:00.000 Z,No internet service,Two year,22
1906,2025-10-29 13:44:01.519 Z,2023Q2,-29909,4667-QONEA,Female,Yes,Yes,No,30111,DSL,1959-02-23 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,1347.3,No,No,Yes,Palembang,Yes,1047567,74.85,Yes,No,Yes,2694.6,Sumatera Selatan,ID,2023-06-30 00:00:00.000 Z,Yes,One year,18
731,2025-10-29 13:44:01.294 Z,2025Q2,35952,6023-YEBUP,Male,No,No,Yes,20111,Fiber optic,1991-05-31 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,No,Yes,-605.7,Yes,Yes,No,Medan,Yes,986722,100.95,No,No,Yes,-605.7,Sumatera Utara,ID,2025-06-28 00:00:00.000 Z,Yes,Month-to-month,-6
1009,2025-10-29 13:44:01.353 Z,2024Q2,35952,2656-TABEH,Male,No,No,Yes,20111,Fiber optic,1979-10-19 00:00:00.000 Z,Electronic check,Service dissatisfaction,Yes,No,701.4,Yes,Yes,Yes,Medan,Yes,986722,100.2,No,No,Yes,701.4,Sumatera Utara,ID,2024-05-10 00:00:00.000 Z,Yes,Month-to-month,7
2533,2025-10-29 13:44:01.602 Z,2023Q3,-86705,5898-IGSLP,Male,Yes,No,No,80114,Fiber optic,1966-10-16 00:00:00.000 Z,Electronic check,,Yes,Yes,1428.8,No,Yes,No,Denpasar,No,1152126,89.3,Yes,Yes,Yes,2857.6,Bali,ID,2023-08-14 00:00:00.000 Z,No,Month-to-month,16
3638,2025-10-29 13:44:01.737 Z,2024Q3,-62088,7318-EIVKO,Male,No,No,Yes,10110,DSL,1971-02-14 00:00:00.000 Z,Electronic check,,No,No,177.75,No,Yes,No,Jakarta,Yes,1068456,59.25,No,No,Yes,177.75,DKI Jakarta,ID,2024-09-05 00:00:00.000 Z,No,Month-to-month,3
502,2025-10-29 13:44:01.258 Z,2020Q2,35952,6651-AZVTJ,Male,No,No,Yes,20111,Fiber optic,1966-02-14 00:00:00.000 Z,Electronic check,Attitude of support person,Yes,Yes,5588.8,Yes,Yes,No,Medan,Yes,986722,99.8,No,No,Yes,27944,Sumatera Utara,ID,2020-05-02 00:00:00.000 Z,Yes,Month-to-month,56
320,2025-10-29 13:44:01.209 Z,2020Q3,-12379,6581-NQCBA,Female,Yes,No,Yes,76113,DSL,1968-10-24 00:00:00.000 Z,Electronic check,Don't know,Yes,No,2597.4,Yes,No phone service,No,Balikpapan,Yes,1168523,49.95,No,No,No,12987,Kalimantan Timur,ID,2020-08-31 00:00:00.000 Z,Yes,Month-to-month,52
1679,2025-10-29 13:44:01.478 Z,2020Q3,-77956,8079-XRJRS,Male,No,No,No,55111,Fiber optic,1974-09-22 00:00:00.000 Z,Electronic check,Network reliability,Yes,Yes,4667,Yes,Yes,Yes,Yogyakarta,No,1103695,89.75,Yes,No,Yes,23335,DI Yogyakarta,ID,2020-08-27 00:00:00.000 Z,No,One year,52
4491,2025-10-29 13:44:01.817 Z,2024Q1,35952,0670-ANMUU,Male,Yes,No,No,20111,Fiber optic,2004-09-21 00:00:00.000 Z,Credit card (automatic),,No,No,976.5,No,Yes,No,Medan,No,986722,97.65,Yes,No,Yes,976.5,Sumatera Utara,ID,2024-02-10 00:00:00.000 Z,Yes,One year,10
3555,2025-10-29 13:44:01.723 Z,2020Q3,-69175,9339-FIIJL,Male,Yes,No,Yes,40111,DSL,1966-03-30 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,4469.4,No,Yes,Yes,Bandung,No,1076191,85.95,No,No,Yes,22347,Jawa Barat,ID,2020-09-16 00:00:00.000 Z,Yes,Two year,52
1549,2025-10-29 13:44:01.455 Z,2025Q1,-77956,0733-VUNUW,Male,No,No,No,55111,DSL,1974-05-12 00:00:00.000 Z,Bank transfer (automatic),Competitor had better devices,No,No,-166.95,Yes,Yes,No,Yogyakarta,Yes,1103695,55.65,Yes,No,Yes,-166.95,DI Yogyakarta,ID,2025-03-21 00:00:00.000 Z,No,Month-to-month,-3
539,2025-10-29 13:44:01.262 Z,2021Q3,-72575,3753-TSEMP,Female,No,No,Yes,60119,Fiber optic,1967-01-16 00:00:00.000 Z,Electronic check,Product dissatisfaction,Yes,No,3614.15,Yes,No,No,Surabaya,No,1127521,88.15,No,No,Yes,14456.6,Jawa Timur,ID,2021-07-30 00:00:00.000 Z,Yes,Month-to-month,41
5864,2025-10-29 13:44:01.950 Z,2024Q3,-77956,9715-SBVSU,Male,No,No,No,55111,DSL,1984-01-13 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,307,No,No,Yes,Yogyakarta,Yes,1103695,61.4,Yes,Yes,Yes,307,DI Yogyakarta,ID,2024-07-06 00:00:00.000 Z,Yes,Two year,5
4830,2025-10-29 13:44:01.854 Z,2022Q4,-86705,5863-OOKCL,Female,No internet service,No,No internet service,80114,No,1988-02-03 00:00:00.000 Z,Mailed check,,No,No internet service,508.95,No,No,No internet service,Denpasar,No,1152126,18.85,No internet service,No,Yes,1526.85,Bali,ID,2022-10-11 00:00:00.000 Z,No internet service,Month-to-month,27
5727,2025-10-29 13:44:01.940 Z,2025Q3,35952,8044-BGWPI,Male,No internet service,No,No internet service,20111,No,2003-09-25 00:00:00.000 Z,Electronic check,,Yes,No internet service,-148.05,No,No,No internet service,Medan,Yes,986722,21.15,No internet service,Yes,Yes,-148.05,Sumatera Utara,ID,2025-07-25 00:00:00.000 Z,No internet service,Month-to-month,-7
2521,2025-10-29 13:44:01.602 Z,2022Q4,-12379,4713-ZBURT,Male,No,No,Yes,76113,Fiber optic,1996-12-22 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,2592.2,No,Yes,No,Balikpapan,No,1168523,99.7,No,Yes,Yes,5184.4,Kalimantan Timur,ID,2022-10-28 00:00:00.000 Z,Yes,Two year,26
113,2025-10-29 13:44:01.124 Z,2023Q4,-77956,0880-TKATG,Male,No,No,Yes,55111,Fiber optic,1966-03-15 00:00:00.000 Z,Electronic check,Competitor had better devices,Yes,Yes,1213.8,Yes,Yes,No,Yogyakarta,No,1103695,101.15,No,No,Yes,1213.8,DI Yogyakarta,ID,2023-12-22 00:00:00.000 Z,Yes,Month-to-month,12
2100,2025-10-29 13:44:01.552 Z,2022Q1,-51477,1098-TDVUQ,Female,No internet service,No,No internet service,90111,No,2004-08-25 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,654.5,No,No,No internet service,Makassar,Yes,1194327,19.25,No internet service,No,Yes,1963.5,Sulawesi Selatan,ID,2022-02-19 00:00:00.000 Z,No internet service,Month-to-month,34
1381,2025-10-29 13:44:01.423 Z,2021Q1,-51477,0345-HKJVM,Female,No,No,Yes,90111,Fiber optic,1971-12-02 00:00:00.000 Z,Electronic check,Don't know,No,No,4197.1,Yes,No,No,Makassar,No,1194327,89.3,No,No,Yes,16788.4,Sulawesi Selatan,ID,2021-02-02 00:00:00.000 Z,Yes,Month-to-month,47
4141,2025-10-29 13:44:01.786 Z,2025Q2,-72575,7284-ZZLOH,Male,No,No,No,60119,DSL,1963-03-18 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,-266.5,No,No,No,Surabaya,No,1127521,53.3,Yes,No,Yes,-266.5,Jawa Timur,ID,2025-05-28 00:00:00.000 Z,No,Two year,-5
6029,2025-10-29 13:44:01.968 Z,2022Q2,-29909,3096-GKWEB,Male,No,No,Yes,30111,Fiber optic,1980-02-22 00:00:00.000 Z,Electronic check,,Yes,No,3032,No,Yes,No,Palembang,Yes,1047567,94.75,No,No,Yes,9096,Sumatera Selatan,ID,2022-04-23 00:00:00.000 Z,Yes,Month-to-month,32
2466,2025-10-29 13:44:01.592 Z,2023Q3,35952,9871-ELEYA,Female,Yes,No,Yes,20111,DSL,1962-03-02 00:00:00.000 Z,Credit card (automatic),,No,Yes,1150.05,No,No,No,Medan,No,986722,67.65,Yes,No,Yes,2300.1,Sumatera Utara,ID,2023-07-18 00:00:00.000 Z,No,Two year,17
4360,2025-10-29 13:44:01.807 Z,2024Q2,-62088,2696-RZVZW,Male,No internet service,No,No internet service,10110,No,1999-01-19 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,200.4,No,Yes,No internet service,Jakarta,No,1068456,25.05,No internet service,No,Yes,200.4,DKI Jakarta,ID,2024-04-30 00:00:00.000 Z,No internet service,Two year,8
3976,2025-10-29 13:44:01.767 Z,2023Q1,-62088,1897-OKVMW,Female,Yes,No,Yes,10110,DSL,2004-09-01 00:00:00.000 Z,Mailed check,,Yes,Yes,1993.2,No,Yes,Yes,Jakarta,Yes,1068456,90.6,Yes,Yes,Yes,3986.4,DKI Jakarta,ID,2023-02-22 00:00:00.000 Z,Yes,Two year,22
6162,2025-10-29 13:44:01.978 Z,2021Q1,-51477,5055-MGMGF,Female,No,No,Yes,90111,Fiber optic,1995-06-07 00:00:00.000 Z,Electronic check,,Yes,Yes,4937.35,No,Yes,No,Makassar,Yes,1194327,105.05,Yes,No,Yes,19749.4,Sulawesi Selatan,ID,2021-01-24 00:00:00.000 Z,Yes,Month-to-month,47
3769,2025-10-29 13:44:01.748 Z,2020Q2,-69667,3227-WLKLI,Female,Yes,No,Yes,50135,DSL,2000-10-10 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,5218.35,No,Yes,Yes,Semarang,No,1104167,91.55,Yes,Yes,Yes,26091.75,Jawa Tengah,ID,2020-04-01 00:00:00.000 Z,Yes,Two year,57
5663,2025-10-29 13:44:01.932 Z,2024Q1,-51477,3797-FKOGQ,Male,No,No,No,90111,Fiber optic,1980-04-09 00:00:00.000 Z,Electronic check,,No,No,862,No,Yes,No,Makassar,No,1194327,86.2,No,Yes,Yes,862,Sulawesi Selatan,ID,2024-03-03 00:00:00.000 Z,Yes,Month-to-month,10
3988,2025-10-29 13:44:01.768 Z,2020Q3,35952,3617-XLSGQ,Female,No,No,Yes,20111,Fiber optic,1997-01-03 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,5681,No,Yes,Yes,Medan,No,986722,109.25,Yes,Yes,Yes,28405,Sumatera Utara,ID,2020-09-09 00:00:00.000 Z,Yes,Two year,52
5367,2025-10-29 13:44:01.904 Z,2021Q4,-51477,9298-WGMRW,Female,Yes,No,Yes,90111,Fiber optic,1965-11-10 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,4273.5,No,Yes,Yes,Makassar,Yes,1194327,115.5,Yes,No,Yes,12820.5,Sulawesi Selatan,ID,2021-12-06 00:00:00.000 Z,Yes,Two year,37
5202,2025-10-29 13:44:01.892 Z,2021Q3,-51477,4077-HWUYD,Male,Yes,No,Yes,90111,DSL,1966-08-22 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,3677.1,No,Yes,Yes,Makassar,Yes,1194327,87.55,Yes,Yes,Yes,14708.4,Sulawesi Selatan,ID,2021-07-08 00:00:00.000 Z,Yes,Two year,42
167,2025-10-29 13:44:01.145 Z,2020Q2,-29909,7538-GWHML,Female,No,No,No,30111,Fiber optic,1974-03-23 00:00:00.000 Z,Electronic check,Competitor made better offer,No,No,3900.4,Yes,No,No,Palembang,No,1047567,69.65,No,No,Yes,19502,Sumatera Selatan,ID,2020-05-20 00:00:00.000 Z,No,Month-to-month,56
2530,2025-10-29 13:44:01.602 Z,2022Q3,-62088,2123-AGEEN,Female,No,Yes,Yes,10110,Fiber optic,1947-09-26 00:00:00.000 Z,Electronic check,,No,Yes,2277.45,No,No,No,Jakarta,Yes,1068456,84.35,No,No,Yes,6.83234999999999e+15,DKI Jakarta,ID,2022-09-17 00:00:00.000 Z,No,Month-to-month,27
1967,2025-10-29 13:44:01.521 Z,2025Q3,-69667,3930-ZGWVE,Male,No internet service,No,No internet service,50135,No,2005-11-24 00:00:00.000 Z,Mailed check,,No,No internet service,-138.25,No,No,No internet service,Semarang,No,1104167,19.75,No internet service,No,Yes,-138.25,Jawa Tengah,ID,2025-07-12 00:00:00.000 Z,No internet service,Month-to-month,-7
4456,2025-10-29 13:44:01.816 Z,2023Q2,-62088,6738-ISCBM,Male,No,No,Yes,10110,DSL,2003-05-20 00:00:00.000 Z,Electronic check,,No,Yes,1080,No,No phone service,No,Jakarta,Yes,1068456,54,Yes,No,No,2160,DKI Jakarta,ID,2023-04-20 00:00:00.000 Z,Yes,One year,20
3747,2025-10-29 13:44:01.747 Z,2023Q1,-72575,7055-JCGNI,Female,Yes,No,Yes,60119,Fiber optic,1968-09-25 00:00:00.000 Z,Credit card (automatic),,No,Yes,2350.95,No,Yes,Yes,Surabaya,Yes,1127521,111.95,Yes,No,Yes,4701.9,Jawa Timur,ID,2023-03-23 00:00:00.000 Z,Yes,Two year,21
3867,2025-10-29 13:44:01.757 Z,2023Q3,-77956,9640-ZSLDC,Female,No,No,No,55111,DSL,1993-09-11 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,969.6,No,No,No,Yogyakarta,No,1103695,60.6,No,Yes,Yes,1939.2,DI Yogyakarta,ID,2023-08-27 00:00:00.000 Z,Yes,One year,16
3018,2025-10-29 13:44:01.661 Z,2023Q4,-77956,9818-XQCUV,Female,No internet service,No,No internet service,55111,No,1972-02-26 00:00:00.000 Z,Mailed check,,No,No internet service,264.55,No,No,No internet service,Yogyakarta,No,1103695,20.35,No internet service,No,Yes,264.55,DI Yogyakarta,ID,2023-11-30 00:00:00.000 Z,No internet service,Month-to-month,13
342,2025-10-29 13:44:01.213 Z,2025Q1,-12379,6393-WRYZE,Female,No,No,Yes,76113,Fiber optic,1968-01-19 00:00:00.000 Z,Electronic check,Don't know,Yes,No,-292.95,Yes,Yes,No,Balikpapan,Yes,1168523,97.65,No,No,Yes,-292.95,Kalimantan Timur,ID,2025-03-20 00:00:00.000 Z,Yes,Month-to-month,-3
27,2025-10-29 13:44:01.063 Z,2025Q3,-12379,5299-RULOA,Female,No,No,Yes,76113,Fiber optic,1998-01-17 00:00:00.000 Z,Electronic check,Price too high,Yes,No,-902.25,Yes,Yes,No,Balikpapan,Yes,1168523,100.25,Yes,Yes,Yes,-902.25,Kalimantan Timur,ID,2025-09-07 00:00:00.000 Z,Yes,Month-to-month,-9
4262,2025-10-29 13:44:01.798 Z,2022Q4,-69667,5402-HTOTQ,Male,No,No,No,50135,DSL,1986-05-27 00:00:00.000 Z,Electronic check,,No,No,1437.8,No,Yes,Yes,Semarang,No,1104167,55.3,No,No,Yes,4313.4,Jawa Tengah,ID,2022-10-14 00:00:00.000 Z,No,Month-to-month,26
5788,2025-10-29 13:44:01.942 Z,2020Q3,35952,0704-VCUMB,Female,No internet service,No,No internet service,20111,No,1985-06-21 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,1093.5,No,No,No internet service,Medan,No,986722,20.25,No internet service,No,Yes,5467.5,Sumatera Utara,ID,2020-07-06 00:00:00.000 Z,No internet service,Two year,54
310,2025-10-29 13:44:01.206 Z,2021Q3,-77956,3927-NLNRY,Male,No,No,Yes,55111,Fiber optic,1982-08-07 00:00:00.000 Z,Bank transfer (automatic),Moved,Yes,No,3958.5,Yes,No,Yes,Yogyakarta,Yes,1103695,94.25,No,No,Yes,15834,DI Yogyakarta,ID,2021-07-02 00:00:00.000 Z,Yes,One year,42
1238,2025-10-29 13:44:01.397 Z,2021Q3,-12379,4106-HADHQ,Male,Yes,No,Yes,76113,DSL,1995-12-09 00:00:00.000 Z,Credit card (automatic),Moved,Yes,Yes,3200,Yes,No,No,Balikpapan,No,1168523,80,Yes,No,Yes,12800,Kalimantan Timur,ID,2021-09-18 00:00:00.000 Z,Yes,One year,40
3050,2025-10-29 13:44:01.663 Z,2020Q2,-77956,2927-QRRQV,Male,No,No,Yes,55111,Fiber optic,2001-09-11 00:00:00.000 Z,Electronic check,,Yes,Yes,5205.75,No,Yes,Yes,Yogyakarta,Yes,1103695,94.65,No,No,Yes,26028.75,DI Yogyakarta,ID,2020-06-17 00:00:00.000 Z,No,One year,55
3830,2025-10-29 13:44:01.756 Z,2022Q2,-62088,9481-WHGWY,Female,Yes,No,Yes,10110,DSL,1966-05-06 00:00:00.000 Z,Credit card (automatic),,Yes,No,2411.2,No,No,No,Jakarta,No,1068456,75.35,Yes,Yes,Yes,7.23359999999999e+15,DKI Jakarta,ID,2022-05-01 00:00:00.000 Z,Yes,Two year,32
1056,2025-10-29 13:44:01.358 Z,2024Q2,-29909,5276-KQWHG,Female,No,Yes,No,30111,Fiber optic,1935-12-16 00:00:00.000 Z,Electronic check,Extra data charges,No,No,556.8,Yes,No,No,Palembang,Yes,1047567,69.6,No,No,Yes,556.8,Sumatera Selatan,ID,2024-04-16 00:00:00.000 Z,No,Month-to-month,8
4382,2025-10-29 13:44:01.808 Z,2023Q1,-62088,6693-DJWTY,Female,No,No,No,10110,DSL,1975-06-23 00:00:00.000 Z,Credit card (automatic),,No,No,1334.4,No,No,Yes,Jakarta,No,1068456,55.6,Yes,Yes,Yes,2668.8,DKI Jakarta,ID,2023-01-05 00:00:00.000 Z,No,One year,24
2341,2025-10-29 13:44:01.577 Z,2022Q3,-72575,5148-HKFIR,Female,No internet service,No,No internet service,60119,No,1985-07-17 00:00:00.000 Z,Mailed check,,No,No internet service,551.6,No,No,No internet service,Surabaya,No,1127521,19.7,No internet service,No,Yes,1.6548e+16,Jawa Timur,ID,2022-08-29 00:00:00.000 Z,No internet service,Two year,28
110,2025-10-29 13:44:01.122 Z,2022Q3,-29909,7752-XUSCI,Female,No,No,Yes,30111,Fiber optic,1998-09-10 00:00:00.000 Z,Electronic check,Don't know,No,Yes,2965.2,Yes,Yes,Yes,Palembang,Yes,1047567,105.9,No,No,Yes,8.89559999999999e+15,Sumatera Selatan,ID,2022-08-18 00:00:00.000 Z,Yes,Month-to-month,28
4323,2025-10-29 13:44:01.806 Z,2024Q3,-12379,6685-GBWJZ,Male,Yes,No,Yes,76113,DSL,2005-01-18 00:00:00.000 Z,Credit card (automatic),,Yes,No,283.2,No,No,Yes,Balikpapan,No,1168523,70.8,Yes,No,Yes,283.2,Kalimantan Timur,ID,2024-08-29 00:00:00.000 Z,No,One year,4
